period_start,analytical_period,measure_id,measure_name,measure_value
2025-08-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,89.7
2025-08-01,recovery,M076,Count_FinishedCourseTreatment,51569.0
2025-08-01,recovery,M192,Percentage_Recovery,49.8
2025-08-01,recovery,M195,Percentage_ReliableRecovery,46.9
2025-09-01,recovery,M001,Count_ReferralsReceived,154572.0
2025-09-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,88.6
2025-09-01,recovery,M076,Count_FinishedCourseTreatment,58599.0
2025-09-01,recovery,M192,Percentage_Recovery,50.2
2025-09-01,recovery,M195,Percentage_ReliableRecovery,47.3
2025-10-01,recovery,M001,Count_ReferralsReceived,164279.0
2025-10-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,88.6
2025-10-01,recovery,M076,Count_FinishedCourseTreatment,59124.0
2025-10-01,recovery,M192,Percentage_Recovery,49.8
2025-10-01,recovery,M195,Percentage_ReliableRecovery,47.0
2025-11-01,recovery,M001,Count_ReferralsReceived,150936.0
2025-11-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,88.5
2025-11-01,recovery,M076,Count_FinishedCourseTreatment,53715.0
2025-11-01,recovery,M192,Percentage_Recovery,49.6
2025-11-01,recovery,M195,Percentage_ReliableRecovery,46.8
2025-12-01,recovery,M001,Count_ReferralsReceived,128415.0
2025-12-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,88.6
2025-12-01,recovery,M076,Count_FinishedCourseTreatment,50951.0
2025-12-01,recovery,M192,Percentage_Recovery,48.6
2025-12-01,recovery,M195,Percentage_ReliableRecovery,45.8
2026-01-01,recovery,M001,Count_ReferralsReceived,159819.0
2026-01-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,88.7
2026-01-01,recovery,M076,Count_FinishedCourseTreatment,55402.0
2026-01-01,recovery,M192,Percentage_Recovery,49.7
2026-01-01,recovery,M195,Percentage_ReliableRecovery,47.0
2026-02-01,recovery,M001,Count_ReferralsReceived,151810.0
2026-02-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,88.6
2026-02-01,recovery,M076,Count_FinishedCourseTreatment,52280.0
2026-02-01,recovery,M192,Percentage_Recovery,50.0
2026-02-01,recovery,M195,Percentage_ReliableRecovery,47.3
2026-03-01,recovery,M001,Count_ReferralsReceived,163100.0
2026-03-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,88.3
2026-03-01,recovery,M076,Count_FinishedCourseTreatment,57590.0
2026-03-01,recovery,M192,Percentage_Recovery,51.2
2026-03-01,recovery,M195,Percentage_ReliableRecovery,48.4
2026-04-01,recovery,M001,Count_ReferralsReceived,144996.0
2026-04-01,recovery,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,87.8
2026-04-01,recovery,M076,Count_FinishedCourseTreatment,55044.0
2026-04-01,recovery,M192,Percentage_Recovery,50.9
2026-04-01,recovery,M195,Percentage_ReliableRecovery,48.2
